relation_id,subject_id,relation,object_id,source_id,evidence_page,evidence_note,confidence
R398,book-2012-ok-manastiri,concernsInstitution,I043,book-2012-ok-manastiri,PDF 17–18,Публикација непосредно обрађује ентитет као значајан део теме.,high
R399,book-2012-ok-manastiri,concernsPlace,PL016,book-2012-ok-manastiri,PDF 15–22,Публикација непосредно обрађује ентитет као значајан део теме.,high
R400,book-2012-ok-manastiri,concernsPlace,PL028,book-2012-ok-manastiri,PDF 15–22,Публикација непосредно обрађује ентитет као значајан део теме.,high
R401,book-2012-ok-manastiri,concernsPlace,PL030,book-2012-ok-manastiri,PDF 15–22,Публикација непосредно обрађује ентитет као значајан део теме.,high
R402,book-2012-ok-manastiri,concernsPlace,PL031,book-2012-ok-manastiri,PDF 15–22,Публикација непосредно обрађује ентитет као значајан део теме.,high
R403,book-2012-ok-manastiri,concernsPlace,PL032,book-2012-ok-manastiri,PDF 17,Публикација непосредно обрађује ентитет као значајан део теме.,high
R404,book-2012-ok-manastiri,concernsPerson,P002,book-2012-ok-manastiri,PDF 39–45,Публикација непосредно обрађује ентитет као значајан део теме.,high
R405,book-2012-ok-manastiri,concernsPerson,P003,book-2012-ok-manastiri,PDF 44,Публикација непосредно обрађује ентитет као значајан део теме.,high
R406,book-2012-ok-manastiri,concernsPerson,P051,book-2012-ok-manastiri,PDF 38–45,Публикација непосредно обрађује ентитет као значајан део теме.,high
R407,book-2012-ok-manastiri,concernsPerson,P052,book-2012-ok-manastiri,PDF 44–47,Публикација непосредно обрађује ентитет као значајан део теме.,high
R408,book-2012-ok-manastiri,publishedBy,I001,book-2012-ok-manastiri,PDF 15,Импресум наводи Народни музеј Чачак као издавача.,high
R409,book-2012-ok-manastiri,publishedBy,I025,book-2012-ok-manastiri,PDF 15,Импресум наводи ЈП Службени гласник као саиздавача.,high
R410,I031,locatedIn,PL002,article-2024-permanent-museum-exhibition-uprisings-and-wars-1804-1941-in-the-reside,PDF 1,Конак Јована Обреновића налази се у Чачку.,high
R411,I032,locatedIn,PL002,article-2016-history-department-of-the-national-museum-in-cacak-development-and-str,PDF 8,Историјско одељење припада Народном музеју у Чачку.,high
R412,I033,locatedIn,PL016,book-2012-ok-manastiri,PDF 15–18,Сакрални комплекс је смештен у Овчарско-кабларској клисури.,high
R413,I034,locatedIn,PL016,book-2012-ok-manastiri,PDF 15–18,Сакрални комплекс је смештен у Овчарско-кабларској клисури.,high
R414,I035,locatedIn,PL016,book-2012-ok-manastiri,PDF 15–18,Сакрални комплекс је смештен у Овчарско-кабларској клисури.,high
R415,I036,locatedIn,PL016,book-2012-ok-manastiri,PDF 15–18,Сакрални комплекс је смештен у Овчарско-кабларској клисури.,high
R416,I037,locatedIn,PL016,book-2012-ok-manastiri,PDF 15–18,Сакрални комплекс је смештен у Овчарско-кабларској клисури.,high
R417,I038,locatedIn,PL016,book-2012-ok-manastiri,PDF 15–18,Сакрални комплекс је смештен у Овчарско-кабларској клисури.,high
R418,I039,locatedIn,PL016,book-2012-ok-manastiri,PDF 15–18,Сакрални комплекс је смештен у Овчарско-кабларској клисури.,high
R419,I040,locatedIn,PL016,book-2012-ok-manastiri,PDF 15–18,Сакрални комплекс је смештен у Овчарско-кабларској клисури.,high
R420,I041,locatedIn,PL016,book-2012-ok-manastiri,PDF 15–18,Сакрални комплекс је смештен у Овчарско-кабларској клисури.,high
R421,I042,locatedIn,PL016,book-2012-ok-manastiri,PDF 15–18,Сакрални комплекс је смештен у Овчарско-кабларској клисури.,high
R422,I043,locatedIn,PL016,book-2012-ok-manastiri,PDF 15–18,Сакрални комплекс је смештен у Овчарско-кабларској клисури.,high
R423,I001,preservesSource,S019,catalogue-2010-album-of-old-cacak-1870-1941,PDF 16,Народни музеј у Чачку чува збирку фотографија коришћену за каталог.,high
R424,I044,preservesSource,S020,article-2024-permanent-museum-exhibition-uprisings-and-wars-1804-1941-in-the-reside,PDF 3–4,Државни архив Србије чува Збирку Мите Петровића.,high
R425,article-2021-deca-svetog-save-zavetna-zajednica,concernsPerson,P056,article-2021-deca-svetog-save-zavetna-zajednica,PDF 8–17,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R426,article-2021-deca-svetog-save-zavetna-zajednica,concernsPerson,P068,article-2021-deca-svetog-save-zavetna-zajednica,PDF 14–17,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R427,article-2021-deca-svetog-save-zavetna-zajednica,concernsPerson,P069,article-2021-deca-svetog-save-zavetna-zajednica,PDF 8–14,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R428,article-2021-deca-svetog-save-zavetna-zajednica,concernsPerson,P070,article-2021-deca-svetog-save-zavetna-zajednica,PDF 11–12,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R429,article-2021-deca-svetog-save-zavetna-zajednica,concernsInstitution,I004,article-2021-deca-svetog-save-zavetna-zajednica,PDF 8–17,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R430,article-2021-deca-svetog-save-zavetna-zajednica,concernsInstitution,I007,article-2021-deca-svetog-save-zavetna-zajednica,PDF 8–12,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R431,article-2021-deca-svetog-save-zavetna-zajednica,concernsPlace,PL001,article-2021-deca-svetog-save-zavetna-zajednica,PDF 8–17,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R432,article-2021-deca-svetog-save-zavetna-zajednica,concernsPlace,PL018,article-2021-deca-svetog-save-zavetna-zajednica,PDF 8–12,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R433,article-2021-deca-svetog-save-zavetna-zajednica,concernsPlace,PL036,article-2021-deca-svetog-save-zavetna-zajednica,PDF 13–17,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R434,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,concernsPerson,P055,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,PDF 9–17,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R435,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,concernsPerson,P056,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,PDF 9–10,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R436,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,concernsPerson,P059,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,PDF 10–17,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R437,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,concernsPerson,P071,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,PDF 31–35,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R438,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,concernsInstitution,I004,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,PDF 9–17,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R439,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,concernsInstitution,I045,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,PDF 9–17,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R440,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,concernsInstitution,I048,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,PDF 17–20,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R441,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,concernsInstitution,I049,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,PDF 10–17,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R442,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,concernsInstitution,I050,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,PDF 20–29,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R443,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,concernsPlace,PL001,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,PDF 9–17,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R444,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,concernsPlace,PL035,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,PDF 10–13,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R445,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,concernsPlace,PL042,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,PDF 20–29,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R446,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,concernsPlace,PL043,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,PDF 9–17,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R447,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,usesSource,S021,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,PDF 13–17,Рад непосредно анализира текстове из „Прегледа цркве Епархије жичке”.,high
R448,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,usesSource,S022,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,PDF 31–39,Рад непосредно анализира текстове из „Жичког благовесника”.,high
R449,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,publishedBy,I052,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,PDF 3,Импресум наводи Балканолошки институт САНУ као саиздавача.,high
R450,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,publishedBy,I053,conference_paper-2022-interwar-attitudes-bishop-nikolaj-velimirovic-communists,PDF 3,Импресум наводи St. Sebastian Press као саиздавача.,high
R451,article-2026-stavovi-episkopa-nikolaja-velimirovica-potreba-zrtvovanja-za-otadzbinu-1936-1941,concernsPerson,P055,article-2026-stavovi-episkopa-nikolaja-velimirovica-potreba-zrtvovanja-za-otadzbinu-1936-1941,PDF 1–9,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R452,article-2026-stavovi-episkopa-nikolaja-velimirovica-potreba-zrtvovanja-za-otadzbinu-1936-1941,concernsPerson,P056,article-2026-stavovi-episkopa-nikolaja-velimirovica-potreba-zrtvovanja-za-otadzbinu-1936-1941,PDF 1–3,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R453,article-2026-stavovi-episkopa-nikolaja-velimirovica-potreba-zrtvovanja-za-otadzbinu-1936-1941,concernsPerson,P060,article-2026-stavovi-episkopa-nikolaja-velimirovica-potreba-zrtvovanja-za-otadzbinu-1936-1941,PDF 15,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R454,article-2026-stavovi-episkopa-nikolaja-velimirovica-potreba-zrtvovanja-za-otadzbinu-1936-1941,concernsPerson,P063,article-2026-stavovi-episkopa-nikolaja-velimirovica-potreba-zrtvovanja-za-otadzbinu-1936-1941,PDF 12,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R455,article-2026-stavovi-episkopa-nikolaja-velimirovica-potreba-zrtvovanja-za-otadzbinu-1936-1941,concernsPerson,P067,article-2026-stavovi-episkopa-nikolaja-velimirovica-potreba-zrtvovanja-za-otadzbinu-1936-1941,PDF 13–15,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R456,article-2026-stavovi-episkopa-nikolaja-velimirovica-potreba-zrtvovanja-za-otadzbinu-1936-1941,concernsPerson,P068,article-2026-stavovi-episkopa-nikolaja-velimirovica-potreba-zrtvovanja-za-otadzbinu-1936-1941,PDF 1–3,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R457,article-2026-stavovi-episkopa-nikolaja-velimirovica-potreba-zrtvovanja-za-otadzbinu-1936-1941,concernsInstitution,I004,article-2026-stavovi-episkopa-nikolaja-velimirovica-potreba-zrtvovanja-za-otadzbinu-1936-1941,PDF 1–6,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R458,article-2026-stavovi-episkopa-nikolaja-velimirovica-potreba-zrtvovanja-za-otadzbinu-1936-1941,concernsInstitution,I045,article-2026-stavovi-episkopa-nikolaja-velimirovica-potreba-zrtvovanja-za-otadzbinu-1936-1941,PDF 1–6,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R459,article-2026-stavovi-episkopa-nikolaja-velimirovica-potreba-zrtvovanja-za-otadzbinu-1936-1941,concernsPlace,PL001,article-2026-stavovi-episkopa-nikolaja-velimirovica-potreba-zrtvovanja-za-otadzbinu-1936-1941,PDF 1–9,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R460,article-2026-stavovi-episkopa-nikolaja-velimirovica-potreba-zrtvovanja-za-otadzbinu-1936-1941,concernsPlace,PL002,article-2026-stavovi-episkopa-nikolaja-velimirovica-potreba-zrtvovanja-za-otadzbinu-1936-1941,PDF 8–9,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R461,article-2026-stavovi-episkopa-nikolaja-velimirovica-potreba-zrtvovanja-za-otadzbinu-1936-1941,concernsPlace,PL036,article-2026-stavovi-episkopa-nikolaja-velimirovica-potreba-zrtvovanja-za-otadzbinu-1936-1941,PDF 1–3,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R462,article-2026-stavovi-episkopa-nikolaja-velimirovica-potreba-zrtvovanja-za-otadzbinu-1936-1941,concernsPlace,PL043,article-2026-stavovi-episkopa-nikolaja-velimirovica-potreba-zrtvovanja-za-otadzbinu-1936-1941,PDF 1–9,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R463,article-2026-stavovi-episkopa-nikolaja-velimirovica-potreba-zrtvovanja-za-otadzbinu-1936-1941,usesSource,S021,article-2026-stavovi-episkopa-nikolaja-velimirovica-potreba-zrtvovanja-za-otadzbinu-1936-1941,PDF 3–9,"Рад користи објављене беседе, посланице и епархијску штампу као примарну грађу.",high
R464,article-2026-stavovi-episkopa-nikolaja-velimirovica-potreba-zrtvovanja-za-otadzbinu-1936-1941,usesSource,S022,article-2026-stavovi-episkopa-nikolaja-velimirovica-potreba-zrtvovanja-za-otadzbinu-1936-1941,PDF 10–15,Рад користи текстове „Жичког благовесника” за анализу ставова пред рат.,high
R465,article-2026-stavovi-episkopa-nikolaja-velimirovica-potreba-zrtvovanja-za-otadzbinu-1936-1941,publishedBy,I054,article-2026-stavovi-episkopa-nikolaja-velimirovica-potreba-zrtvovanja-za-otadzbinu-1936-1941,PDF 1,Рад је објављен у Зборнику Матице српске за историју.,high
R466,article-2007-storm-winds-blew-bishop-nikolaj-velimirovics-attitudes-toward-jews-lib,concernsPerson,P055,article-2007-storm-winds-blew-bishop-nikolaj-velimirovics-attitudes-toward-jews-lib,PDF 2–10,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R467,article-2007-storm-winds-blew-bishop-nikolaj-velimirovics-attitudes-toward-jews-lib,concernsPerson,P059,article-2007-storm-winds-blew-bishop-nikolaj-velimirovics-attitudes-toward-jews-lib,PDF 19–21,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R468,article-2007-storm-winds-blew-bishop-nikolaj-velimirovics-attitudes-toward-jews-lib,concernsPerson,P060,article-2007-storm-winds-blew-bishop-nikolaj-velimirovics-attitudes-toward-jews-lib,PDF 16,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R469,article-2007-storm-winds-blew-bishop-nikolaj-velimirovics-attitudes-toward-jews-lib,concernsPerson,P061,article-2007-storm-winds-blew-bishop-nikolaj-velimirovics-attitudes-toward-jews-lib,PDF 8–9,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R470,article-2007-storm-winds-blew-bishop-nikolaj-velimirovics-attitudes-toward-jews-lib,concernsPerson,P062,article-2007-storm-winds-blew-bishop-nikolaj-velimirovics-attitudes-toward-jews-lib,PDF 17–18,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R471,article-2007-storm-winds-blew-bishop-nikolaj-velimirovics-attitudes-toward-jews-lib,concernsPerson,P063,article-2007-storm-winds-blew-bishop-nikolaj-velimirovics-attitudes-toward-jews-lib,PDF 16–18,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R472,article-2007-storm-winds-blew-bishop-nikolaj-velimirovics-attitudes-toward-jews-lib,concernsPerson,P071,article-2007-storm-winds-blew-bishop-nikolaj-velimirovics-attitudes-toward-jews-lib,PDF 9–12,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R473,article-2007-storm-winds-blew-bishop-nikolaj-velimirovics-attitudes-toward-jews-lib,concernsInstitution,I004,article-2007-storm-winds-blew-bishop-nikolaj-velimirovics-attitudes-toward-jews-lib,PDF 2–10,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R474,article-2007-storm-winds-blew-bishop-nikolaj-velimirovics-attitudes-toward-jews-lib,concernsInstitution,I045,article-2007-storm-winds-blew-bishop-nikolaj-velimirovics-attitudes-toward-jews-lib,PDF 2–10,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R475,article-2007-storm-winds-blew-bishop-nikolaj-velimirovics-attitudes-toward-jews-lib,concernsInstitution,I048,article-2007-storm-winds-blew-bishop-nikolaj-velimirovics-attitudes-toward-jews-lib,PDF 2–10,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R476,article-2007-storm-winds-blew-bishop-nikolaj-velimirovics-attitudes-toward-jews-lib,concernsInstitution,I049,article-2007-storm-winds-blew-bishop-nikolaj-velimirovics-attitudes-toward-jews-lib,PDF 19–21,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R477,article-2007-storm-winds-blew-bishop-nikolaj-velimirovics-attitudes-toward-jews-lib,concernsPlace,PL001,article-2007-storm-winds-blew-bishop-nikolaj-velimirovics-attitudes-toward-jews-lib,PDF 2–10,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R478,article-2007-storm-winds-blew-bishop-nikolaj-velimirovics-attitudes-toward-jews-lib,concernsPlace,PL007,article-2007-storm-winds-blew-bishop-nikolaj-velimirovics-attitudes-toward-jews-lib,PDF 2–8,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R479,article-2007-storm-winds-blew-bishop-nikolaj-velimirovics-attitudes-toward-jews-lib,concernsPlace,PL042,article-2007-storm-winds-blew-bishop-nikolaj-velimirovics-attitudes-toward-jews-lib,PDF 4–6,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R480,article-2007-storm-winds-blew-bishop-nikolaj-velimirovics-attitudes-toward-jews-lib,concernsPlace,PL043,article-2007-storm-winds-blew-bishop-nikolaj-velimirovics-attitudes-toward-jews-lib,PDF 2–10,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R481,article-2007-storm-winds-blew-bishop-nikolaj-velimirovics-attitudes-toward-jews-lib,usesSource,S021,article-2007-storm-winds-blew-bishop-nikolaj-velimirovics-attitudes-toward-jews-lib,PDF 2–9,Рад анализира међуратну штампу Жичке епархије.,high
R482,article-2007-storm-winds-blew-bishop-nikolaj-velimirovics-attitudes-toward-jews-lib,usesSource,S022,article-2007-storm-winds-blew-bishop-nikolaj-velimirovics-attitudes-toward-jews-lib,PDF 10–18,Рад непосредно анализира текстове „Жичког благовесника”.,high
R483,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,concernsPerson,P055,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,PDF 8–14,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R484,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,concernsPerson,P057,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,PDF 1–4,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R485,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,concernsPerson,P058,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,PDF 6–11,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R486,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,concernsPerson,P064,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,PDF 13–18,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R487,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,concernsPerson,P065,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,PDF 8,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R488,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,concernsInstitution,I004,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,PDF 1–10,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R489,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,concernsInstitution,I045,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,PDF 6–14,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R490,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,concernsInstitution,I046,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,PDF 1–4,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R491,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,concernsInstitution,I047,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,PDF 6–12,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R492,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,concernsPlace,PL002,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,PDF 1–8,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R493,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,concernsPlace,PL033,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,PDF 6–12,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R494,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,concernsPlace,PL037,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,PDF 5–8,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R495,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,concernsPlace,PL039,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,PDF 1–4,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R496,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,concernsPlace,PL040,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,PDF 6–8,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R497,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,usesSource,S009,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,PDF 13–21,Рад користи локалну штампу за праћење послератног развоја култа и манастира.,high
R498,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,usesSource,S012,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,PDF 6–12,Рад користи Политику за реконструкцију јавног обликовања предања.,high
R499,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,usesSource,S021,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,PDF 6–12,Рад користи епархијски часопис за реконструкцију настанка нових традиција.,high
R500,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,usesSource,S022,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,PDF 9–14,Рад користи „Жички благовесник” за реконструкцију обнове и култа.,high
R501,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,usesSource,S023,article-2008-monastery-of-stjenik-at-the-foot-of-jelica-mountain-real-and-invented,PDF 15–24,Рад користи „Жички весник” за послератну рецепцију Јована Стјеничког.,high
R502,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsPerson,P055,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 113–121,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R503,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsPerson,P056,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 27–30,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R504,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsPerson,P057,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 285–293,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R505,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsPerson,P058,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 292–300,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R506,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsPerson,P059,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 253–261,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R507,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsPerson,P060,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 265–269,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R508,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsPerson,P061,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 242,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R509,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsPerson,P062,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 268,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R510,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsPerson,P063,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 245–249,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R511,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsPerson,P064,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 143–151,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R512,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsPerson,P065,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 139–145,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R513,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsPerson,P066,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 209,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R514,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsPerson,P067,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 109,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
R515,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,concernsPerson,P068,book-2009-a-century-of-doubt-religious-life-in-the-cacak-district-1886-2008,PDF 354–356,Публикација непосредно и садржински значајно обрађује наведени ентитет.,high
